HNum,Rh,Rm,RAs,Dd,Dm,Ds,Vmag,plx,plxe,BV,BVe,CNum,HD,BD
1742,0,22,2.9,-38,41,57.3,9.31,13.63,1.25,0.733,0.008,,1780,
1745,0,22,4.1,-24,56,40,9.42,18,1.45,0.704,0.001,,,
1750,0,22,9.2,-27,23,59.2,9.59,8.53,1.43,0.515,0.015,,1790,
1758,0,22,16.8,-41,55,59.9,8.88,6.88,1.18,0.455,0.003,,1805,
1761,0,22,19.2,-44,38,56.4,8.88,6.17,1.24,0.605,0.017,,1806,
1773,0,22,26.8,66,10,53.9,8.59,11.29,0.95,0.535,0.016,,1769,B+65 43
1775,0,22,30.3,-59,1,20.3,9.4,6.47,1.17,0.666,0.022,,1839,
1776,0,22,31.5,-63,40,39.1,9.1,8.39,1.01,0.471,0.018,,1861,
1779,0,22,34.7,-73,1,56.1,8.59,22.53,0.91,0.769,0.016,,1893,
1780,0,22,37.7,11,34,37.4,9.09,10.8,1.22,0.696,0.026,,,B+10 37
1781,0,22,39.3,-52,9,23.8,9.69,10.08,1.57,0.624,0.023,,,
1788,0,22,43.6,-46,17,8.3,9.52,9.93,1.78,0.727,0.033,,1859,
1793,0,22,46.8,-40,17,19.2,9.5,4.28,1.28,0.491,0.015,,1857,
1797,0,22,49.4,-40,23,13,9.37,8.54,1.23,0.496,0.015,,1858,
1813,0,23,0,22,22,31.9,7.57,24.68,0.9,0.639,0.009,,1832,B+21 33
1820,0,23,3.9,-45,1,25.4,9.48,7.02,1.42,0.578,0.025,,1890,
1822,0,23,4.4,-14,47,31.5,9.69,6.04,1.51,0.56,0.02,,,B-15 58
1825,0,23,5.7,-3,36,11.8,8.57,12.25,1.16,0.529,0.017,,1878,B- 4 38
1833,0,23,14,43,9,9.1,9.44,4.64,1.28,0.426,0.033,,,B+42 66
1841,0,23,17.9,0,9,49.2,9.91,16.99,1.53,0.914,0.002,,1887,B- 0 54
1842,0,23,18,-50,53,37.9,11.87,47.4,2.63,1.516,0.015,,,
1845,0,23,19.7,9,20,55.8,8.98,9.72,1.25,0.524,0.021,,1885,B+ 8 39
1846,0,23,20.1,61,12,55.7,11.07,16.56,4.3,1.312,0.02,00233+6113,,
1853,0,23,24.8,31,51,5.2,9.05,6.86,1.28,0.658,0.033,,,B+31 47
1865,0,23,37.4,-14,5,14.7,9.31,5.35,1.28,0.48,0.02,,,B-14 58
1866,0,23,37.7,-3,45,48.1,10.66,20.9,1.98,1.099,0.008,,,
1867,0,23,38.1,42,3,21.9,8.11,7.75,1.08,0.493,0.015,,1919,B+41 50
1868,0,23,38.2,-24,38,55.8,10.01,11.83,1.64,0.582,0.004,,,
1871,0,23,39.1,43,38,50.1,8.68,22.65,1.16,0.709,0.021,,1904,B+42 68
1881,0,23,45.7,-22,39,16.9,10.78,8.4,2.28,0.6,0.02,,,
1885,0,23,47.4,-36,51,40.3,10.6,23.75,1.79,1.258,0.009,,,
1887,0,23,51.4,29,29,45.3,8.48,12.47,1.3,0.58,0.015,00239+2930,1941,B+28 55
1890,0,23,52.8,-38,11,32.1,9.02,5.98,1.06,0.555,0.016,,1981,
1891,0,23,53.2,29,30,9.1,8.25,9.39,1.19,0.541,0.012,00239+2930,1942,B+28 56
1893,0,23,56.4,-14,20,47.1,8.72,19.26,1.23,0.73,0.02,,1979,B-15 60
1899,0,23,59.5,-17,48,37.6,7.42,15.9,0.97,0.51,0.012,,1980,B-18 49
1911,0,24,10.8,-40,59,35.1,9.99,5.58,1.46,0.701,0.034,,2010,
1914,0,24,13.3,-75,40,45.2,8.3,14.6,0.75,0.619,0.013,,2090,
1917,0,24,14.3,-4,30,9.8,8.96,5.6,1.28,0.515,0.025,,1997,B- 5 56
1919,0,24,14.8,17,39,0.6,9.42,6.12,1.34,0.56,0.032,,,B+16 30
1923,0,24,17,77,50,1.2,8.44,13.28,0.75,0.652,0.015,,1901,B+77 9
1932,0,24,20.7,67,56,34.6,9.18,5.3,0.97,0.581,0.023,,1949,B+67 32
1933,0,24,21.8,-24,50,53.8,9.56,20.81,1.49,0.904,0.005,,2014,
1936,0,24,25.5,-27,1,37.1,7.92,55.53,1.08,0.94,0.01,,2025,
1937,0,24,26.6,-78,15,1.3,8.81,14.84,0.83,0.708,0.017,,2134,
1940,0,24,31.3,-28,24,55.8,9.26,4.79,1.42,0.604,0.025,,2038,
1944,0,24,34,-24,44,20.7,9.32,7.66,1.38,0.546,0.015,,2050,
1950,0,24,38.3,-15,44,16.2,9.13,8.85,1.37,0.606,0.02,,2049,B-16 61
1953,0,24,41.2,-74,14,4.3,9.63,7.15,1.06,0.594,0.028,,2133,
1954,0,24,42.3,-53,59,2.1,7.27,36.15,0.8,0.681,0.007,00247-5359,2071,
1968,0,24,55.6,23,35,39.1,10.78,10.61,1.86,0.888,0.112,,,
1976,0,25,1.5,-30,41,49.3,7.57,20.45,1.08,0.616,0.003,,2098,
1977,0,25,3.8,-51,28,45.6,8.68,12.98,1.1,0.564,0.002,,2107,
1978,0,25,4,45,41,20.5,9.61,23.77,1.31,1.06,0.02,,,B+44 85
1980,0,25,4.7,29,50,50,8.34,9,1.04,0.46,0.015,,2064,B+29 62
1985,0,25,6.4,-65,23,56.1,8.6,6.59,0.85,0.548,0.015,,2148,
1986,0,25,8,-31,50,56.6,8.79,9.83,1.18,0.611,0.016,,2105,
1992,0,25,13.7,-44,27,38.9,9.77,8.41,1.6,0.73,0.005,,2120,
2000,0,25,21.8,11,52,26.4,9.82,10.87,1.44,0.74,0.042,,,B+11 56
2002,0,25,22.9,20,35,32.3,8.81,11.27,1.96,0.637,0.126,00254+2036,2095,B+19 61
2015,0,25,33.2,15,33,43.4,8.12,9.45,1.05,0.437,0.014,,2113,B+14 42
2017,0,25,36.7,-19,56,2.5,7.7,9.52,1.07,0.559,0.003,,2161,B-20 59
2021,0,25,39.2,-77,15,18.1,2.82,133.78,0.51,0.618,0.008,,2151,
2026,0,25,42,-43,50,59.5,9.46,7.59,1.45,0.5,0.031,,2180,
2031,0,25,44.3,-33,34,36.3,10.68,15.76,2.03,1.043,0.011,,,
2039,0,25,52.7,6,31,53.2,9.25,17.45,1.56,0.838,0.041,,2176,B+ 5 50
2042,0,25,54.5,-9,33,33.7,10.02,7.97,1.61,0.616,0.062,,2196,B-10 71
2048,0,25,57.5,19,4,32.7,8.78,11.94,1.56,0.556,0.025,00260+1905,2174,B+18 42
2049,0,25,58.2,-28,16,24.5,8.9,10.19,1.29,0.675,0.015,,2222,
2052,0,26,1.8,3,53,17.6,9.02,5.46,1.45,0.555,0.029,,2212,B+ 3 44
2056,0,26,2.6,-56,15,20.6,9.47,5.75,1.23,0.491,0.021,,2264,
2057,0,26,3.1,0,26,15.9,8.41,9.76,1.04,0.81,0.017,,2221,B- 0 62
2064,0,26,7,36,56,3.5,10.56,15.74,2.14,1.206,0.141,,,
2066,0,26,8.6,-11,22,36.8,8.25,16.21,1.02,0.583,0.02,,2237,B-12 63
2068,0,26,10.9,18,34,21.5,8.08,9.08,0.88,0.51,0.016,,2220,B+17 49
2069,0,26,11.4,-21,32,54.8,9.68,9.53,1.39,0.502,0.006,,2247,B-22 69
2083,0,26,18.3,6,5,39.9,7.87,11.7,1.03,0.406,0.017,,2246,B+ 5 52
2091,0,26,23.5,-37,26,54.9,10.41,5.92,1.53,0.391,0.048,,,
2094,0,26,26.6,-39,42,3.8,9.08,8.85,1.12,0.526,0.015,,2279,
2097,0,26,33.3,52,26,46.3,8.66,6.22,1.7,0.571,0.072,00266+5227,2230,B+51 74
2102,0,26,40.3,30,11,59.4,10.05,22.32,1.59,1,0.015,,,B+29 71
2111,0,26,48.7,-67,43,17.1,8.1,11.96,0.72,0.501,0.015,00268-6743,2353,
2114,0,26,50.3,-39,33,33.3,9.11,7.33,1.09,0.461,0.015,,2319,
2120,0,26,52.9,70,8,34,10.52,61.39,1.51,1.459,0.021,,,
2129,0,26,59.8,17,54,12.8,8.69,6.62,1.06,0.605,0.022,,2303,B+17 52
2131,0,27,1.8,60,24,9.1,8.92,14.38,1.05,0.643,0.015,,236416,B+59 56
2136,0,27,5.2,-36,33,59.3,9.5,18.1,1.47,0.931,0.037,,2338,
2137,0,27,5.5,-70,14,54.6,10.3,16.04,1.27,0.967,0.005,,,
2141,0,27,7.1,-29,17,54.9,9.37,10.41,1.37,0.587,0.025,,2347,
2148,0,27,11,-73,23,50.4,10.41,4.59,1.37,0.506,0.004,,2431,
2156,0,27,13.9,5,38,15.4,9.55,9.22,1.45,0.611,0.04,,2331,B+ 4 55
2157,0,27,14.6,-31,2,13.5,8.68,9.94,1.28,0.528,0.015,,2348,
2173,0,27,26.2,15,1,54,9.91,5.23,1.53,0.809,0.053,,,B+14 48
2174,0,27,26.6,26,16,44.3,7.56,16.49,1.14,0.585,0.014,,2330,B+25 55
2175,0,27,27.7,-34,17,39,9.39,7.34,1.28,0.53,0.015,,2383,
2186,0,27,38.2,-71,52,57.5,8.51,9.83,0.83,0.504,0.003,,2466,
2196,0,27,44.7,-17,19,53.4,9.73,7.56,1.55,0.501,0.015,,2402,B-18 62
2204,0,27,52,52,57,18.1,7.78,10.86,0.91,0.453,0.01,,2368,B+52 73
2214,0,28,0.4,-69,32,32.1,9.88,6.97,1.13,0.512,0.032,,2493,
2230,0,28,15.2,-50,37,40.9,8.92,12.57,1.05,0.609,0.005,,2481,
2231,0,28,16.6,28,3,37.8,7.81,10.51,1.04,0.601,0.016,,2435,B+27 68
2233,0,28,18.3,-44,23,20.2,10.05,6.88,1.78,0.75,0.041,,2479,
2242,0,28,28.3,-2,30,47.9,9.52,8.15,1.48,0.552,0.02,,2474,B- 3 54
2246,0,28,33.1,-11,14,14,6.86,15.86,0.89,0.535,0.008,00286-1114,2488,B-12 75
2247,0,28,34.5,-16,13,32.8,9.62,26.64,1.4,1.128,0.01,,,B-17 63
2254,0,28,41.9,-37,0,38.5,9.98,7.77,1.45,0.64,0.045,,,
2282,0,29,10.1,-50,36,41.7,8.46,20.6,1.06,0.748,0.002,,2587,
2284,0,29,10.8,-45,3,33.6,9,5.99,1.35,0.526,0.005,,2586,
2288,0,29,13.7,-24,55,50.1,9.07,10.93,1.55,0.68,0,,2582,
2292,0,29,16.1,-5,54,35.8,7.78,17.88,0.97,0.649,0.011,,2567,B- 6 79
2294,0,29,17.3,-34,6,7.8,9.42,8.96,1.25,0.61,0.015,,2584,
2303,0,29,23.1,-35,43,30.5,8.53,9.21,1.07,0.464,0.014,,2596,
2305,0,29,23.5,40,50,30.6,7.95,17.2,0.89,0.691,0.009,,2550,B+40 98
2311,0,29,28.4,-11,1,1.3,9.34,22.77,1.5,0.84,0.003,,2595,B-11 79
2313,0,29,30.9,13,28,50.2,8.95,6.39,1.23,0.504,0.023,,2579,B+12 40
2314,0,29,31.1,24,52,52.3,7.78,9.53,0.96,0.556,0.015,,2564,B+24 66
2316,0,29,32.5,19,2,2.3,9.77,8.6,1.55,0.793,0.04,,,B+18 58
2318,0,29,33.4,-35,49,25,8.82,15.28,1.18,0.602,0.02,,2616,
2326,0,29,42,30,9,51.1,7.9,14.45,1.11,0.494,0.021,,2601,B+29 88
2334,0,29,51.4,-33,25,4.3,9.1,6.03,1.2,0.638,0.02,,2644,
2336,0,29,51.7,38,19,27.7,7.47,11.67,0.96,0.544,0.015,,2611,B+37 75
2338,0,29,52.7,-44,4,58.6,9.19,8.06,1.33,0.626,0.02,,2652,
2341,0,29,54.5,45,0,23.3,8.95,8.45,1.23,0.648,0.018,,2600,B+44 101
2350,0,29,59.9,-5,45,48.4,9.44,18.62,1.35,0.886,0.003,,2638,B- 6 82
2352,0,30,1.7,75,14,34.3,8.41,13.12,0.85,0.618,0.002,,2520,B+74 14
2360,0,30,9.2,24,36,26.3,8.95,6.79,1.27,0.779,0.028,,,B+23 65
2364,0,30,10.6,54,27,48,10.1,25.04,1.9,1.08,0.015,,,B+53 79
2373,0,30,18,7,10,44.9,10.68,20.15,1.85,1.066,0.004,,,B+ 6 58
2375,0,30,18.9,-28,27,27,10.3,7.11,1.75,0.57,0.02,,,
2376,0,30,19.7,-48,3,13.3,8.94,6.02,1.21,0.756,0.014,,2707,
2386,0,30,26.6,-15,54,55.2,8.15,12.28,1.07,0.488,0.016,,2694,B-16 81
2397,0,30,30.9,22,46,9.9,9.22,29.34,1.18,0.93,0.015,,,B+21 55
2416,0,30,48,-56,35,42.4,9.07,17.5,1.23,0.734,0.019,,2768,
2417,0,30,49,-41,23,24.5,9.09,14.06,1.33,0.617,0.017,,2749,
2426,0,30,55,73,22,13.7,10.63,36.36,1.45,1.359,0.02,,,
2429,0,30,58.5,34,5,55.2,8.07,8.1,2.16,0.455,0.015,00310+3406,2731,B+33 58
2434,0,31,1.6,43,22,27.2,8.51,10.69,1.08,0.553,0.015,,2730,B+42 92
2445,0,31,5.6,-69,2,18.4,8.92,9.19,0.86,0.593,0.018,,2850,
2461,0,31,16.4,-20,56,53.1,10.38,5.88,1.56,0.751,0.059,,2798,B-21 62
2482,0,31,31.6,-4,16,54.8,8.1,15.9,1.03,0.528,0.015,,2808,B- 5 75
2483,0,31,31.7,-11,16,23.7,8.15,15.36,1.58,0.653,0.019,00315-1116,2819,B-12 84
2492,0,31,37.5,0,36,50.6,10.99,10.63,2.39,0.682,0.166,,,B- 0 77
2495,0,31,40,23,42,29.6,9,11.3,1.26,0.569,0.031,,,B+22 75
2504,0,31,44.4,-53,28,48.6,9.64,13.68,1.38,0.817,0.029,,2882,
2506,0,31,46.8,-30,24,39.4,9.37,6.86,1.35,0.521,0.015,,2862,
2511,0,31,51,-27,49,42.2,9.6,15.71,1.45,0.759,0.001,00319-2750,2861,
2513,0,31,52.7,-25,42,40.1,9.52,6.93,1.25,0.651,0.015,,2870,
2538,0,32,14,-26,47,45.9,9.74,6.25,1.53,0.486,0.015,,2903,
2540,0,32,14.7,-63,5,27.6,9.65,38.85,1.1,1.367,0.004,,,
2542,0,32,21,-51,59,25.6,8.69,10.38,1.08,0.537,0.012,,2950,
2547,0,32,23.6,13,32,13.2,9.23,8.69,1.38,0.52,0.032,,,B+12 49
2556,0,32,28.5,-68,0,27.5,9.36,19.65,1.47,0.928,0.03,00325-6800,2989,
2563,0,32,33.9,28,11,50.9,8.66,17.8,1.36,0.65,0.015,,2909,B+27 82
2574,0,32,40.9,-35,25,30.2,8.9,10.45,1.31,0.735,0.02,,2961,
2586,0,32,50,-13,15,27.2,8.76,13.63,1.27,0.666,0.002,,2966,B-14 84
2601,0,33,2.4,-29,4,27.2,9.44,11.64,1.33,0.76,0.015,,3000,
2602,0,33,3.2,50,29,34.7,8.38,7.7,1.15,0.501,0.015,,2931,B+49 123
2604,0,33,5.3,42,0,4,10.94,29.26,2.16,1.311,0.015,,,
2609,0,33,8.3,7,35,8.2,9.39,7.76,1.44,0.466,0.036,,2985,B+ 6 67
2619,0,33,14.8,-18,1,4.3,9.61,7.95,1.51,0.516,0.015,,3017,B-18 84
2621,0,33,15.9,17,57,33.7,8.14,12.44,0.92,0.509,0.013,,2984,B+17 70
2622,0,33,16.8,-24,17,29.4,10.21,7.12,1.93,0.483,0.015,,3020,
2623,0,33,16.9,-21,51,14.5,8.88,6.96,1.38,0.491,0.019,00333-2151,3019,B-22 88
2626,0,33,18.3,13,50,26.2,7.81,12.29,0.97,0.521,0.015,,2994,B+13 69
2631,0,33,23.8,-40,43,42.9,9.1,8.02,1.74,0.651,0.015,00334-4044,3033,
2632,0,33,24.9,-4,2,37.7,8.76,9.34,1.3,0.606,0.022,,3016,B- 4 60
2634,0,33,26.5,-16,27,59.9,11.35,9.54,2.52,0.947,0.005,,,B-17 74
2639,0,33,28,9,9,11.5,10.02,17.86,1.63,1.062,0.077,,,B+ 8 71
2640,0,33,28.8,9,46,16.5,9.39,7.85,1.46,0.389,0.035,,3015,B+ 8 72
2645,0,33,32.3,-38,6,48,7.27,13.56,0.92,0.609,0.015,,3047,
2659,0,33,40.8,4,56,52.2,8.4,11.07,1.06,0.446,0.014,,3030,B+ 4 73
2664,0,33,46.7,74,29,38.3,8.99,8.44,0.95,0.524,0.026,,2939,B+73 22
2670,0,33,50.6,-40,25,50,10.36,6.34,1.6,0.68,0.02,,,
2673,0,33,52.9,-39,14,43.9,8.23,10,1.05,0.465,0.003,,3092,
2676,0,33,53.6,-27,36,50.9,10.11,8.08,1.61,0.705,0,,,
2678,0,33,56.6,18,47,17.5,8.58,10.67,1.11,0.512,0.019,,3054,B+17 73
2692,0,34,9.8,-36,1,32.6,9.87,8.07,1.72,0.623,0.04,,3110,
2698,0,34,15.5,-2,23,52.7,8.55,12.82,1.07,0.57,0.022,,3100,B- 3 67
2709,0,34,26.6,-19,19,56,9.39,5.83,1.58,0.513,0.015,,3132,B-20 89
2711,0,34,27.6,-52,22,23.5,5.57,39.03,0.62,0.472,0.012,,3158,
2712,0,34,29.3,47,54,55.4,7.38,21.2,0.87,0.549,0.014,,3079,B+47 138
2717,0,34,35.4,62,35,25.7,8.07,16.11,0.92,0.517,0.011,,3068,B+61 118
2725,0,34,47,26,3,57.4,9.48,26.98,1.61,1,0.015,,,B+25 77
2726,0,34,47.4,-58,53,7.4,9.12,11.7,3.14,0.676,0.02,00348-5853,3207,
2735,0,34,55.9,-1,18,36.7,8.7,8.96,1.08,0.581,0.022,,3168,B- 2 75
2736,0,34,57.4,4,22,54.8,8.97,22.17,1.24,0.827,0.021,,3167,B+ 3 68
2742,0,35,1,42,41,41.8,8.02,34.52,1.04,0.87,0.013,,3141,B+41 87
2744,0,35,1.5,-26,44,44.4,9.56,9.64,1.47,0.61,0.015,,3188,
2747,0,35,2.8,-48,56,4.9,8.76,18.13,1.01,0.602,0.011,,3220,
2748,0,35,3.5,-66,47,55.3,9.62,5.84,0.98,0.481,0.026,,3279,
2759,0,35,13.2,3,12,32.5,8.99,13.22,1.2,0.703,0.029,,3194,B+ 2 72
2760,0,35,13.7,51,50,18.6,7.37,22.87,1,0.602,0.009,,3149,B+51 103
2761,0,35,14.4,-59,48,57.2,9.57,10.45,1.14,0.822,0.032,,3278,
2765,0,35,15.6,4,5,36.1,8.02,12.58,1.11,0.46,0.013,,3193,B+ 3 69
2766,0,35,15.9,-29,12,34.9,8.62,11.34,1.07,0.587,0.018,,3218,
2767,0,35,16.3,11,59,10.5,10.38,10.82,1.81,0.732,0.093,,,B+11 71
2790,0,35,34.1,-39,44,45.2,7.45,34.3,0.89,0.726,0.002,,3277,
2797,0,35,37.9,79,15,32.9,9.31,20.78,0.93,0.78,0.028,,,B+78 17
2805,0,35,42.6,-8,12,34.8,8.52,13.43,1.26,0.575,0.024,,3274,B- 9 111
2806,0,35,43.1,-71,32,28.5,9.67,6.27,0.99,0.474,0.015,,3376,
2824,0,35,52.2,29,14,16.3,8.37,21.23,1.17,0.648,0.026,00359+2914,3251,B+28 95
2829,0,35,53.1,21,19,39.5,8.43,12.99,1.01,0.505,0.021,,3254,B+20 72
2832,0,35,54.8,13,12,27,6.32,26.59,0.85,0.517,0.005,,3268,B+12 59
2835,0,35,57.2,-48,19,9.8,9.43,7.19,1.26,0.568,0.005,,3340,
2840,0,36,0.5,-28,16,4.8,9.8,5.9,1.35,0.536,0.015,,3314,
2845,0,36,2.8,-31,38,0.9,9.1,5.76,1.26,0.682,0.021,,3327,
2847,0,36,3.6,7,9,21.6,7.77,19.45,0.96,0.563,0.015,,3294,B+ 6 76
2855,0,36,9.4,-36,56,11.8,9.27,7.87,1.31,0.673,0.025,,3357,
2861,0,36,16.8,-17,36,39.6,9.26,6.38,1.35,0.483,0.015,,3354,B-18 98
2864,0,36,18.3,-43,14,24.2,8.83,12.35,1.15,0.551,0.015,,3374,
2873,0,36,24.3,8,52,27.1,7.85,11.95,0.95,0.817,0.013,,3335,B+ 8 80
2874,0,36,25.7,-26,34,31.5,9.51,11.73,1.47,0.595,0.033,,3363,
2878,0,36,27.6,-58,12,33.1,8.39,10.25,0.92,0.469,0.014,,3418,
2881,0,36,30.2,-61,2,51.3,9.08,13.15,2.1,0.705,0.021,00365-6103,3426,
2883,0,36,32.7,-58,18,52.9,10.11,16.64,1.46,0.94,0.02,,,
2885,0,36,33.1,13,16,22.4,8.56,12.33,1.13,0.476,0.024,,3349,B+12 64
2894,0,36,43.3,48,49,42,8.64,18.03,1.23,0.648,0.018,,,B+48 182
2902,0,36,46.8,-24,30,2.8,7.94,13.78,1.06,0.824,0.013,,3404,
2916,0,36,56,-6,33,49.8,8.16,8.36,1.04,0.605,0.019,,3416,B- 7 90
2927,0,37,8.1,15,8,24,8.1,16.59,0.89,0.605,0.014,,3412,B+14 78
2939,0,37,18.8,-35,25,12.8,8.27,8.82,1.08,0.641,0.015,,3459,
2943,0,37,21.4,-39,3,44.7,10.33,7.92,1.77,0.522,0.048,,,
2975,0,37,51.3,18,54,2.8,9.31,7.14,1.25,0.387,0.041,,,B+18 83
2979,0,37,55.5,-44,51,9,9.39,13.01,1.37,0.605,0.021,,3526,
2980,0,37,56.8,-5,59,52.6,8.48,7.21,1.27,0.469,0.004,,3505,B- 6 103
2984,0,37,57.4,-40,53,22.7,8.8,5.85,1.15,0.511,0.015,,3525,
2990,0,38,1,25,10,26.9,8.45,6.71,1.57,0.6,0.495,00380+2510,3490,B+24 88
3000,0,38,8,4,23,48.5,9.48,14.78,1.55,0.701,0.031,,3502,B+ 3 76
3003,0,38,11.7,-22,15,49.8,9.54,12.52,2.48,0.846,0.037,00382-2216,3540,
3006,0,38,14.7,84,40,30.1,7.11,24.8,0.6,0.554,0.015,,3161,B+83 9
3007,0,38,14.6,-62,28,54.2,9.43,6.64,0.93,0.513,0.021,,3610,
3008,0,38,15.3,52,19,56.7,10.48,43.4,1.94,1.424,0.02,,,
3010,0,38,18,-73,57,45,7.43,16.35,0.66,0.482,0.014,,3689,
3011,0,38,18.8,-32,39,27.8,9.97,6.87,1.57,0.706,0.052,,3561,
3012,0,38,20.2,-32,2,5.8,8.81,5.71,1.17,0.512,0.001,,3560,
3016,0,38,23.5,-44,48,57.9,9.77,6.94,1.51,0.657,0.03,,3584,
3020,0,38,27.3,-45,54,5.2,7.41,12.46,0.77,0.496,0.011,,3598,
3022,0,38,29,43,0,0.5,9.96,19.86,1.86,0.792,0.041,,,B+42 126
3024,0,38,31.7,-21,17,3.2,9.69,9.67,1.46,0.703,0.02,,3570,B-22 107
3027,0,38,32.3,-37,59,56,8.87,5.6,1.16,0.524,0.015,,3597,
3028,0,38,33.1,-12,10,21.5,9.21,24.02,1.22,0.846,0.031,,3569,B-12 109
3033,0,38,34.4,6,1,19.2,8.77,14.61,1.04,0.59,0.015,,3556,B+ 5 85
3051,0,38,45.3,-21,2,24.4,8.96,5.89,1.34,0.503,0.015,,3596,B-21 85
3055,0,38,48.1,0,56,47.4,8.76,12.73,1.18,0.7,0.025,,3592,B+ 0 96
3057,0,38,49.1,9,44,36.7,9.71,10.81,1.71,0.66,0.046,,3578,B+ 8 86
3060,0,38,50.3,-18,52,4.9,8.31,7.07,1.19,0.584,0.013,,3621,B-19 93
3062,0,38,51.2,33,2,18.4,11,17.84,2.32,1.13,0.02,,,
3073,0,38,59.4,3,52,2.2,10.79,8.42,2.51,0.838,0.094,,,B+ 3 82
3093,0,39,22,21,15,4.9,5.88,90.03,0.72,0.85,0.009,00394+2115,3651,B+20 85
3099,0,39,26.7,-24,31,24.7,9.45,4.58,1.36,0.615,0.015,,3677,
3101,0,39,28.2,26,44,12.9,8.83,14.72,1.07,0.59,0.022,,3650,B+25 93
3106,0,39,33.8,52,33,48.5,8.61,8.5,1.1,0.46,0.015,,3625,B+51 120
3112,0,39,36.8,43,38,12.5,8.77,6.72,1.09,0.446,0.015,,3639,B+42 133
3115,0,39,38.2,-3,4,59,7.88,13.27,1.09,0.518,0.015,,3685,B- 3 79
3119,0,39,40.6,11,31,56.3,7.43,20.14,0.91,0.538,0.015,,3674,B+10 70
3122,0,39,43.6,-11,9,1.7,6.83,13.82,0.79,0.432,0.007,,3708,B-11 113
3125,0,39,44.3,-26,27,57.5,10.22,24.73,1.63,1.278,0.014,,,
3142,0,39,57.5,-33,57,40.3,6.68,24.12,0.82,0.519,0.006,,3735,
3143,0,39,58.4,-44,15,9.6,11.41,43.64,2.59,1.476,0.008,,,
3144,0,39,58.4,-17,39,41,10.05,6.86,1.74,0.657,0.015,,,B-18 104
3148,0,40,1.8,-46,54,45.5,8.76,13.44,1.16,0.584,0.002,,3773,
3156,0,40,7.1,-54,35,52.9,9.1,6.21,1.18,0.553,0.017,,3799,
3161,0,40,13.5,7,47,18.6,11.49,18.91,2.89,1.255,0.01,,,
3169,0,40,24.3,-7,39,23.1,7.43,17.02,0.95,0.571,0.015,,3770,B- 8 114
3174,0,40,27.4,16,34,48.5,8.24,14.62,0.97,0.677,0.015,,3758,B+15 101
3181,0,40,30.6,-27,16,33.1,8.8,19.11,1.13,0.71,0.01,,3808,
3182,0,40,32.1,-29,52,6.8,8.68,17.32,1.19,0.638,0.004,,3810,
3183,0,40,32.3,-1,46,15.1,8.49,9.5,1.11,0.63,0.023,,3779,B- 2 87
3191,0,40,39.6,30,0,23.2,8.95,7.26,0.95,0.513,0.018,,3766,B+29 119
3195,0,40,43.7,-49,35,30.3,8.78,23.09,1.37,0.747,0.004,00407-4936,3852,
3201,0,40,46.9,-11,22,1.6,9.09,6.81,1.25,0.542,0.028,,3834,B-12 117
3204,0,40,47.9,-27,22,30.7,8.36,11.81,0.99,0.531,0.01,,3835,
3219,0,40,55.8,-32,45,4.3,9.38,5.79,1.5,0.505,0.025,,3849,
3222,0,40,56.9,-4,33,54,8.96,8.75,1.35,0.531,0.025,,3840,B- 5 105
3224,0,40,58.9,-47,4,11.6,9.6,9.55,1.55,0.712,0.005,,3887,
3228,0,41,5.3,38,16,44.9,9.11,6.38,1.28,0.528,0.027,,3804,B+37 117
3232,0,41,7.6,19,15,16.6,9.92,20.28,1.77,0.93,0.02,,,B+18 92
3238,0,41,12.3,-68,27,28.1,9.36,13.75,0.93,0.64,0.023,,3968,
3239,0,41,12.6,-34,32,3.2,9.94,5.79,1.56,0.642,0.035,,3886,
3241,0,41,14.1,-66,30,50.3,9.61,9.29,0.96,0.558,0.026,,3957,
3254,0,41,26.7,-73,6,46.5,9.97,13.82,1.13,0.709,0.043,,4027,
3256,0,41,28.8,31,16,8.6,11.64,18.85,3.22,1.36,0.015,,,
3261,0,41,30.7,-33,37,29.8,10.58,50.29,1.93,1.432,0.01,,,
3263,0,41,31.8,-59,17,23.4,9.16,5.85,1.08,0.409,0.025,,3955,
3267,0,41,34.5,65,52,6.1,6.95,20.99,0.66,0.579,0.009,,3801,B+65 81
3278,0,41,46.1,0,9,57.3,10.71,7.8,2.33,0.616,0.003,,,B- 0 102
3279,0,41,46.9,55,40,56.4,8.63,14.53,1.09,0.647,0.012,,232252,B+54 129
3280,0,41,48.7,18,19,35.6,10.99,19.15,2.1,1.27,0.015,,,
3282,0,41,51,-53,57,49.1,10.7,18.72,1.86,1.597,0.197,,,
3292,0,42,0.8,-53,11,57.6,8.77,14.87,1.19,0.531,0.003,,4000,
3293,0,42,1.4,40,41,18.3,7.03,20.38,1.02,0.452,0.009,,3914,B+39 158
3304,0,42,7.3,-17,44,26.4,9.48,13.09,1.5,0.735,0.04,,3976,B-18 112
3311,0,42,9.7,-3,3,21.7,8.39,19.59,1.12,0.677,0.002,,3964,B- 3 86
3312,0,42,9.8,32,6,25.3,8.85,10.16,1.12,0.491,0.024,,3935,B+31 102
3313,0,42,11.5,-6,14,48.3,8.76,6.27,1.13,0.535,0.024,,3965,B- 7 106
3314,0,42,11.6,10,49,7.9,9.47,6.33,1.42,0.521,0.037,,,B+10 74
3317,0,42,16.3,-56,52,32,10.45,18.33,1.58,1.16,0.02,,,
